date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:08	1204/1204	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/outer-spinner.svg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/outer-spinner.svg	(from https://hackmit.org/)
17:14:08	1777/1777	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/spinner.svg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/spinner.svg	(from https://hackmit.org/)
17:14:11	3906/3906	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20May%202018%2014:14:10%20GMT	https://hackmit.org/cdn-cgi/l/email-protection	/home/brianokinyi/websites/hackmit/hackmit.org/cdn-cgi/l/email-protection.html	(from https://hackmit.org/)
17:14:12	111008/111008	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/speakers/steve.jpg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/speakers/steve.jpg	(from https://hackmit.org/)
17:14:15	327365/327365	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/speakers/austin.jpg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/speakers/austin.jpg	(from https://hackmit.org/)
17:14:16	132501/132501	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/speakers/kyle.jpg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/speakers/kyle.jpg	(from https://hackmit.org/)
17:14:21	169876/169876	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/speakers/limor.jpg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/speakers/limor.jpg	(from https://hackmit.org/)
17:14:21	280364/280364	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/speakers/poulomi.jpg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/speakers/poulomi.jpg	(from https://hackmit.org/)
17:14:22	7542/7542	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/a16z-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/a16z-logo.png	(from https://hackmit.org/)
17:14:22	2807074/2807074	---M--	200	added ('OK')	video/webm	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/video/fire.webm	/home/brianokinyi/websites/hackmit/hackmit.org/assets/video/fire.webm	(from https://hackmit.org/)
17:14:23	14248/14248	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/Disney-logo.svg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/Disney-logo.svg	(from https://hackmit.org/)
17:14:24	10625/10625	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/Google-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/Google-logo.png	(from https://hackmit.org/)
17:14:25	6869/6869	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/Baidu-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/Baidu-logo.png	(from https://hackmit.org/)
17:14:25	396843/396843	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/speakers/maria.jpg	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/speakers/maria.jpg	(from https://hackmit.org/)
17:14:26	22845/22845	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/JumpStart-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/JumpStart-logo.png	(from https://hackmit.org/)
17:14:27	21128/21128	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/AQR-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/AQR-logo.png	(from https://hackmit.org/)
17:14:27	1210/1210	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/IBM-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/IBM-logo.png	(from https://hackmit.org/)
